hash,msg,is_bugfix,n_files
fe3373c7941e847eb247c6292b5ae37eeeb3188e,"Fixed inevitable ReST bugs in [150]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@151 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
35c16cba2cafab083ae7858aebb777e5d722d835,"Moved admin images to correct path specified in views/admin/main.py


git-svn-id: http://code.djangoproject.com/svn/django/trunk@152 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,36
1680686e3aac30c947adde410b1fa6f30d86c581,"Fixed path to icon_searchbox.png


git-svn-id: http://code.djangoproject.com/svn/django/trunk@153 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
9629e40f354850c01c7bca9a5d006b22e18868f1,"Fixed img paths in css to point to img/admin


git-svn-id: http://code.djangoproject.com/svn/django/trunk@154 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
729fc547efe639043461aaf1d369a467400df7cb,"Changed setup.py to include admin_templates. Thanks for the heads-up, Freewheel and Nicholas Riley!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@155 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
6ae4def03b600a515f5715c3842d618d2fa1e84b,"Fixed #42 -- OneToOneField now works with SQL generation

git-svn-id: http://code.djangoproject.com/svn/django/trunk@156 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
58df4ce6364643732c6b2d9ab2d4a0254f5e1a89,"Fixed #40 -- Removed legacy code from meta.py method_set_related_many_to_many(). Thanks, jforeman@hark.org

git-svn-id: http://code.djangoproject.com/svn/django/trunk@157 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
35e81ce5af17268773e5f4fc48bc8452c89cc552,"Changed models.auth.LogEntry.get_admin_url NOT to be hard-coded with an initial slash

git-svn-id: http://code.djangoproject.com/svn/django/trunk@158 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
272b2175578c0ede4359fb10c96831b4aea95933,"Factored out database-specific date_extract behavior into dbmod.get_date_extract_sql(). Refs #46

git-svn-id: http://code.djangoproject.com/svn/django/trunk@159 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
d4ddc06021a6c39665949111d9e9e9b2c4675ae6,"Changed core.db to give a friendlier error message if the DATABASE_ENGINE setting is invalid

git-svn-id: http://code.djangoproject.com/svn/django/trunk@160 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b1c543d0910a79f4de93464fa684416c9441f7ce,"Factored out database-specific date_trunc behavior into dbmod.get_date_trunc_sql(). Refs #46

git-svn-id: http://code.djangoproject.com/svn/django/trunk@161 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
683755118f8cbb0a31cd974b1e857984dde86b85,"Fixed #53 -- Thanks, Dobbes!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@162 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
dd85d8da104091ffcc85415f0b292b4695049c72,"Fixed #50 -- Fixed small bug in tutorial1 directory-listing example. Thanks, sirpete@iki.fi!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@163 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
f3a43a2dd4b111fdf330c023478d586b3f015546,"Folded django.core.handler.CoreHandler.get_request() into CoreHandler.call()

git-svn-id: http://code.djangoproject.com/svn/django/trunk@164 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
ac2a7c116dcc0591c5cb55f75b687ef9e8be632e,"Changed django.utils.httpwrappers.parse_file_upload() NOT to be coupled to mod_python

git-svn-id: http://code.djangoproject.com/svn/django/trunk@165 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
246c1f88d9d2634267b28e9de3fd05d1ddcbfa26,"Removed legacy CMSContext and CMSRequest from django.core.extensions, because all World Online code has been changed to remove those. This has no effect on anybody other than World Online

git-svn-id: http://code.djangoproject.com/svn/django/trunk@166 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
feeeda969c68757a26e769e7c6bbd2c7e5d58f8b,"Rolled django.core.extensions.DjangoRequest into django.utils.httpwrappers.ModPythonRequest, in preparation for WSGI support

git-svn-id: http://code.djangoproject.com/svn/django/trunk@167 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
4e094e26e6ada89a2810eb1ff335f22ef6a5ca5d,"Renamed django.core.handler.CoreHandler to ModPythonHandler, in preparation for WSGI support

git-svn-id: http://code.djangoproject.com/svn/django/trunk@168 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
ca3d89b70f30598d8e3a8438fcf4a0050963a21e,"Added WSGI support. Created core.handlers package. Moved ALL mod_python-specific code to django.core.handlers.modpython. Note that django.core.handler is still a valid mod_python handler but IS DEPRECATED. Use django.core.handlers.modpython, instead.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@169 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,6
86d9ae269d969f71e44234493f9af529253391c0,"Moved django.bin.profiling.handler to django.core.handlers.profiler-hotshot

git-svn-id: http://code.djangoproject.com/svn/django/trunk@170 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
78206fd08c72a37a9ca1379e5c689edb59511efb,"Fixed #56 -- MySQL id columns are now UNSIGNED. Thanks, Manuzhai!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@171 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
fe8ca41e6302f2588f3757fbb3fb50a62cf113ab,"Fixed #57 -- Added some more helpful mod_python information to tutorial 2 -- thanks, Manuzhai!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@172 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
fbfa3d603ec12bf3789df558e9fd2f9e7bd0eb0f,"Improved docs/install.txt to say you don't have to run 'setup.py install' if you're using SVN. Thanks, dp_wiz

git-svn-id: http://code.djangoproject.com/svn/django/trunk@173 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
b68c478aa5d890e76aae6e2f695220505618c8e0,"Added 'django-admin.py runserver', which starts a lightweight development server running Django on a local port

git-svn-id: http://code.djangoproject.com/svn/django/trunk@174 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
912253371d58a27427719d50aa5cf140153f78df,"Moved django.views.decorators.cache.compress_string into django.utils.text

git-svn-id: http://code.djangoproject.com/svn/django/trunk@175 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
32e9209dd9928b813d1b8c52627d77c46c097184,"Fixed #68 -- Changed reference to deprecated mod_python config in tutorial 2. Thanks, pb@e-scribe.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@176 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
0944653673db90cce1f5fa972d0a8134dca19a75,"Added link to compiled Windows psycopg in docs/install.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@177 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8fd94405b51298e84fea604f339b8147df583270,"Added django.middleware.cache, which lets you cache an entire Django-powered site by adding a line to your settings

git-svn-id: http://code.djangoproject.com/svn/django/trunk@178 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
cf4c164e9f76b7be2ea6257d223b76d4625f70c6,"Changed core.handlers.modpython.populate_apache_request NOT to have side effects on http_response. This has no effect on legacy code but will prevent problems in new code

git-svn-id: http://code.djangoproject.com/svn/django/trunk@181 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
12c04fbf293f49f007176660a2b1fb4e279eedee,"Fixed bug in dynamically-generated docs -- ForeignKeys were throwing an exception

git-svn-id: http://code.djangoproject.com/svn/django/trunk@182 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
a7237aaface05fc332a19475bcc27df056eaca9a,"Fixed #71 -- Changed default admin base_site template to use example.com instead of mysite.com. Thanks, pb@e-scribe.com

git-svn-id: http://code.djangoproject.com/svn/django/trunk@183 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
34f749e506b6e0748809ba71e877082cf5eedd21,"Fixed #52 -- Corrected and clarified some things in docs/model-api. Thanks, Dobbes

git-svn-id: http://code.djangoproject.com/svn/django/trunk@184 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
a7506973af918e177d102328c6db52bc9e0f43b4,"Moved default admin from media to django/conf/admin_media, so Django is able to introspect their location, in preparation for #76

git-svn-id: http://code.djangoproject.com/svn/django/trunk@185 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,56
62cc287b2b6466e877b2f46d9e0825fb294f542e,"Fixed #76 -- development server now serves images, too, at whatever relative URL is provided by ADMIN_MEDIA_PREFIX

git-svn-id: http://code.djangoproject.com/svn/django/trunk@186 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b55b29c891b6b6b692d3e39f49875163a21e896e,"Changed tutorial2 to use 'django-admin runserver' instead of mod_python. Also updated WSGI mentions in the docs, now that we're WSGI-friendly.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@187 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
00f54d6cf69fbe9a3970c038c2a67ee8c8307bca,"Added scary warning about not using the development server in production environments

git-svn-id: http://code.djangoproject.com/svn/django/trunk@188 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
8f4fa5a4e7435876a99383bffafb7a09ba6667e1,"Fixed #69 -- Implemented dictfetchone(), dictfetchmany() and dictfetchall() for mysql DB backend. Thanks, Manuzhai!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@190 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
2363af5782deab47d1f3bfab629d986191a27502,"Fixed #54 -- Corrected typos in urlconfs in docs/overview. Thanks, james!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@191 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
73ea27ccb0ff4cacb3bc492496d9529aebed2970,"Fixed bug in [191]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@192 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
3ab579138375bd41bd8fca1126b68aecb68b9951,"Improved ViewDoesNotExist error messages in django.core.urlresolvers

git-svn-id: http://code.djangoproject.com/svn/django/trunk@193 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
7d553c0650a1dad73c98cf8cd9b8d13eb0633e56,"Improved TemplateDoesNotExist error message in django.core.template_file

git-svn-id: http://code.djangoproject.com/svn/django/trunk@194 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
1f4379bcd4374b699f0645d95113a40e194e2d7b,"Added docs/tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@195 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
fc85642ed538464154d0e8e294ab99c3b14d0590,"Added a more helpful error message to django.core.urlresolvers.RegexURLResolver.resolve

git-svn-id: http://code.djangoproject.com/svn/django/trunk@196 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b20bb2fc2663e0c5aa654cd8db74ced8d2733cae,"Fixed stupid error in tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@197 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
6fdb7c98e820912b387da05f4a4d9643afd9c3d8,"Small clarification to tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@198 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
09e825c7466b87e2a974a07453156d1cd6fc70e5,"Small formatting fix to tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@199 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
851b14deca6eda4d4b6312f8ed10f65c14115c9c,"Word-wrapped some code examples in tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@200 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
1062b1e042b1c920c73ae12384086027521e3b8a,"Small formatting fix to tutorial03

git-svn-id: http://code.djangoproject.com/svn/django/trunk@201 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
bec9009d8399c5a33508ba226f3839cd8b305484,"Changed tutorial03 to match the new error message from [193]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@202 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
7fa76265ad1c040812f7973d102dfacd3a72bf6e,"Fixed #83 -- Fixed spelling error in django.conf.settings. Nice catch, Manuzhai!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@203 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b430d4c54f9a505ff451fa7dae4b74da76ebb1c7,"Improved error message in urlresolvers.RegexURLResolver.resolve to use repr instead of str on app_path

git-svn-id: http://code.djangoproject.com/svn/django/trunk@204 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b617884ced62482603603d8c1929c70051b44426,"Fixed typo in tutorial03 -- thanks, Robin Munn

git-svn-id: http://code.djangoproject.com/svn/django/trunk@206 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
57970663831908e8f1e8bb787b04ac923d123e41,"Added support for istartswith and iendswith in database API

git-svn-id: http://code.djangoproject.com/svn/django/trunk@207 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
3e09a1fc1c7cd44a3c7b74ef0573018d01c484d2,"Quick bugfix to [207] -- MySQL doesn't have ILIKE

git-svn-id: http://code.djangoproject.com/svn/django/trunk@208 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
0bb0ad8d435cc4eb3f7d9481ead7085e12e0a088,"Fixed error in instructions for form labels.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@209 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b68f26e42dbfe95783d63662963721bb030172e0,"Added screenshots to admin css docs


git-svn-id: http://code.djangoproject.com/svn/django/trunk@210 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
e243d8287442a65d8c620f5c4f3033aa7d6bbd82,"Fixed ReST formatting bug in db-api.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@211 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
df66763406cc76e8d0c65b3a857c891c21c25f49,"Fixed #67 -- Human-readable name is now optional in model fields. If a second positional argument isn't given, Django will use the first argument, converting underscores to spaces. This change is fully backwards-compatible.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@212 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,5
e29afe7974c169f0028c71b6c33a793bc5f7464d,"Fixed #88 -- settings are now forgiving of single-element INSTALLED_APPS and TEMPLATE_DIRS without trailing commas.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@213 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
258afd8fae2bf34ca40525c38b9fc28fb2465d79,"Fixed bug in example exception in tutorial03 -- thanks, Amit Upadhyay

git-svn-id: http://code.djangoproject.com/svn/django/trunk@214 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
5874952a8e799783c16e87e427fc13272f581843,"Improved error message when DATABASE_ENGINE is invalid. It now displays a list of all available database backends

git-svn-id: http://code.djangoproject.com/svn/django/trunk@215 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
307f3a95c7c0466f8b821395b611d3253ae4c79c,"Fixed the annoying login error that happens in some cases when REGISTRATION_COOKIE_DOMAIN isn't set. Now, generally you don't have to sete REGISTRATION_COOKIE_DOMAIN unless you want to use multi-domain cookies (such as '.foo.com')

git-svn-id: http://code.djangoproject.com/svn/django/trunk@216 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
3ad2a774a7b9224c1cd4890b9d99c6871c414372,"Added 'How to use Django with mod_python' -- docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@217 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
c9f90060a5ff716630d393046bb3348dc5f50c0e,"Added 'How can I see the raw SQL queries Django is running?' to the FAQ

git-svn-id: http://code.djangoproject.com/svn/django/trunk@218 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
c97d93ed56b55b63686e7d39dd39086169d2ea0a,"Added note to tutorial02 on how to stop the development server on Unix vs. Windows

git-svn-id: http://code.djangoproject.com/svn/django/trunk@219 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
21f152e9e59d9e0278d5b4b114781b64e4259f30,"Removed redundant word from docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@220 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
1dfc375e35d44d68b84eb3ae6e7c1fd04c920eee,"Added some more to docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@221 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
3148adf91d5fc6e8d2c0939b0f8bbe3240de2df3,"Added note about 'PythonDebug Off' to docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@222 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
12321ea962128e2c051cb996d7936288f95d1c8f,"Added 'Running a development server with mod_python' to docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@223 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
b0e1a1dda8c020cd6ebe07640fd5929cd5ee3345,"Changed docs/cache to add docs for site-wide caching, via the cache middleware

git-svn-id: http://code.djangoproject.com/svn/django/trunk@224 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
9581c9ed96a841c90f780b8d3f0c455640e9418f,"Added better description of SlugField

git-svn-id: http://code.djangoproject.com/svn/django/trunk@225 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
76633e54999e048afc04ffe24af496ce600c668d,"Fixed inevitable ReST bug in [224]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@226 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
3fc5294d2eb0628091953055caf70f0b0e75fa23,"Fixed #84 -- CREATE TABLE foreign keys now work in MySQL

git-svn-id: http://code.djangoproject.com/svn/django/trunk@227 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
43538e78eb98966838168b9d9d84d5f6313e9277,"Fixed #59 -- Changed hard-coded references to password_change and logout in admin templates to add /admin/ prefix. Still hard-coded, but you can override it in custom templates if your URL structure is different

git-svn-id: http://code.djangoproject.com/svn/django/trunk@228 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
897d24b220a9615f036ffed663926851a7ec5e64,"Fixed #95 -- Added SECRET_KEY setting instead of hard-coding keys that are shared for every Django installation. 'django-admin.py startproject' now creates a random SECRET_KEY. The auth and comments modules, and the admin middleware, all use SECRET_KEY now, instead of hard-coded values.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@230 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,6
49fbe711ccfe302c00ce7b1e5d71848699482899,"Added missing import to [230]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@231 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
20820f2e85e6e4937e76f83c37b04e3eeda76308,"Made ModPythonHandler.get_response() tolerant of repr(request) that has an exception

git-svn-id: http://code.djangoproject.com/svn/django/trunk@232 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
d384870307a7612fe6eb340aeabcdc543b61390e,"Changed django.views.defaults to use template.Context instead of core.extensions.DjangoContext

git-svn-id: http://code.djangoproject.com/svn/django/trunk@233 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
526f6af782350bbc3913470a6736c0f7f44548d0,"Changed models.auth.Session.get_session_from_cookie to raise SessionDoesNotExist instead of SuspiciousOperation if tamper check fails

git-svn-id: http://code.djangoproject.com/svn/django/trunk@234 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
a88119369329c63cc53d9a309db19a867b81f91f,"Fixed typos and tightened up docs/url_dispatch.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@236 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
039d121227313306a5cbd5805fba63e1e62996e1,"Added 'How can I customize the functionality of the admin interface?' to FAQ

git-svn-id: http://code.djangoproject.com/svn/django/trunk@237 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
584cab7bc5125be488c8f755b5c3ce50cf5a5c6f,"Fixed ForeignKey('self') so that extra cruft parameters aren't necessary. Also refactored the way meta.Admin is handled, so that fields aren't initialized until you manually call meta.Admin.get_field_objs()

git-svn-id: http://code.djangoproject.com/svn/django/trunk@238 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,3
45c334dd8bf9945e745a68b1199c2e536a3274d3,"Cleaned up code in django.conf.settings to move DJANGO_SETTINGS_MODULE into a variable, so other scripts can introspect it. Also made it display a better error message if DJANGO_SETTINGS_MODULE is set to the empty string

git-svn-id: http://code.djangoproject.com/svn/django/trunk@239 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
2012f7df63a6c087792b7afa7e9cb1d26731005e,"'django-admin runserver' now displays the settings module you're using when it starts up

git-svn-id: http://code.djangoproject.com/svn/django/trunk@240 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
e215ed36092807a558fcfa29492d7246ce6158ed,"Fixed #102 -- Now using text/plain mimetype for exceptions displayed in the browser, so angle brackets are no longer an issue

git-svn-id: http://code.djangoproject.com/svn/django/trunk@241 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
1fc28dea117e710b9c16b6c53e49049fa6d764c5,"Fixed #97 -- Refactored django-admin.py so that it only contains command-line-interface code. Moved the actual meat into django/core/management.py

git-svn-id: http://code.djangoproject.com/svn/django/trunk@242 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
890bd5b0d24a0f1dba6eab639c3b1e731424b006,"Added ""reversed"" option to get_comment_list templatetag to return comments in most-recent-first order.


git-svn-id: http://code.djangoproject.com/svn/django/trunk@244 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
067f56d93de6232179ce2651281c67256ab28023,"Fixed really dumb bug in [244]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@245 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
1b8c4c455682e6fcc747ae2dfc0133862dd0d1a3,"Argh: fixed another bug in [244]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@246 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
ec31445c527a22a736cc769d35791f3fea9b477b,"Added '--settings' option to django-admin. This specifies which settings module to use, if you don't want to deal with setting the DJANGO_SETTINGS_MODULE environment variable. Refactored django-admin to use optparse. Updated the tutorials to use '--settings' instead of environment variables, which can be confusing.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@247 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,4
e5a8c38fa1d9dae0bebc6b4671997b0f16e60913,"Added ""philosophy"" sections to tutorials so they can be styled differently

git-svn-id: http://code.djangoproject.com/svn/django/trunk@250 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
99a75541fdf5e83f228db8e9c06e10226dae65c5,"Fixed small problem in [250]

git-svn-id: http://code.djangoproject.com/svn/django/trunk@251 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
47cc60d94b6f96ae939b7325be793d8a2cf8f31d,"Fixed small bug in print_error() calls in django-admin

git-svn-id: http://code.djangoproject.com/svn/django/trunk@252 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
10ace9a124014333fd0a74ba1645ad0c23dee38b,"Added clarification about 'django-admin.py sqlclear' to docs/tutorial01

git-svn-id: http://code.djangoproject.com/svn/django/trunk@253 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
65bed3241d2e5546841f2c370449d67426022a27,"Added note about ForeignKey(""self""); fixes #100


git-svn-id: http://code.djangoproject.com/svn/django/trunk@254 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
d9656947db8f4c89546031cd49fe198bcef7a7cd,"Fixed #123 -- thanks jay!

git-svn-id: http://code.djangoproject.com/svn/django/trunk@255 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
895d23267115412ab7344ce7668adb1efa7f8e00,"Small code cleanup -- changed django.core.management.get_sql_delete to use get_m2m_db_table(), and moved get_m2m_db_table() from Field to ManyToManyField, because it's only used by the latter

git-svn-id: http://code.djangoproject.com/svn/django/trunk@256 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
bc5359f754f7afe6b4aa1eb4972c32a508b7fb55,"Added optional rel_name parameter to ManyToManyField, which makes it possible to many-to-many-relate a single model to another model more than once. Also updated the model docs to reflect this

git-svn-id: http://code.djangoproject.com/svn/django/trunk@257 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
903920a3d23f33abc7574cb9fcca17cb87f7e59a,"Fixed #103 -- Changed docs/install.txt to note there is no official version yet

git-svn-id: http://code.djangoproject.com/svn/django/trunk@258 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
b2cb66bfbca65b6b52cbfb9ef2cb71af774e0d80,"Filled in INSTALL and README files

git-svn-id: http://code.djangoproject.com/svn/django/trunk@259 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,2
0500321a4be08ac2a1b27ac15c4194986610a39a,"Added 'Serving media files' to docs/modpython.txt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@260 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
d330be016927bacf5fcad337138741311ac7270e,"Added 'django-admin createsuperuser' and updated tutorial to use it instead of manually creating the user in the Python interactive prompt

git-svn-id: http://code.djangoproject.com/svn/django/trunk@261 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,3
8d144dadd8b60a7ce803ebcb235718f06e2d5986,"Fixed #114 -- Changed uses of deprecated 'whrandom' module to 'random'

git-svn-id: http://code.djangoproject.com/svn/django/trunk@262 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
03c436bf61747892af12c87c15b3548d83d53bec,"Refactored django.views.admin.main to call opts.admin.get_field_objs() only once, and made sure no code accessed admin.fields directly, in preparation for an upcoming change

git-svn-id: http://code.djangoproject.com/svn/django/trunk@263 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
304b08e3254f7c46999d1204ce9968c00ad088eb,"Improved 'django-admin runserver' so that it explicitly tells you how to stop it. Also trapped KeyboardInterrupt so stopping it doesn't give an ugly traceback.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@264 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
c21f6ecee24c6587bb8ddddc878aad3fd29b40a7,"Fixed #92 -- meta.Admin 'fields' parameter is now optional. If it's not given, Django will use all editable fields by default. This cuts down on redundancy. Also updated relevant docs to reflect the change.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@265 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,6
9566a61a22e1da30fb8abfef4b25d83d0c465be9,"Added auto-reload to standalone server! Fixes #113. Thanks very much to Jason Huggins for the patch.

git-svn-id: http://code.djangoproject.com/svn/django/trunk@266 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,2
e1d21e5bcfc492333069db055c6b4ea59065875f,"Added copyright notice to utils/autoreload for CherryPy folks

git-svn-id: http://code.djangoproject.com/svn/django/trunk@267 bcc190cf-cafb-0310-a4f2-bffc1f526a37",False,1
6b514f1aab919fe847095f0f02c33b08d2023a0b,"Fixed #137 -- thanks nesh@studioquattro.co.yu

git-svn-id: http://code.djangoproject.com/svn/django/trunk@268 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
907ae72e81b2908a86fc520af897eeb432e03d58,"fixes #133 -- thanks Joeri

git-svn-id: http://code.djangoproject.com/svn/django/trunk@269 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
ccffb199464e9b982f2972a29d5ecb35cf53f586,"Fixed #132 -- thanks anonymous user

git-svn-id: http://code.djangoproject.com/svn/django/trunk@270 bcc190cf-cafb-0310-a4f2-bffc1f526a37",True,1
